Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD,Date_Unix,Spread High-Low,Spread Close-Open,delta_Open,delta_High,delta_Low,delta_Close,delta_Spread High-Low,delta_Spread Close-Open,delta_Volume BTC,delta_Volume USD,MA_Close_24,MA_V_BTC_24,MA_Close_240,MA_V_BTC_240
2018-07-24 02-AM,BTCUSD,7738.69,7763.7,7714.15,7733.61,359.72,2785726.44,1532397600000000000,49.55,-5.08,28.69,13.7,4.16,-5.08,9.54,-33.77,50.57,394162.15,7708.350417,459.912917,7085.371875,366.891167
2018-07-24 03-AM,BTCUSD,7733.61,7780.0,7733.6,7754.14,487.71,3782989.01,1532401200000000000,46.4,20.53,-5.08,16.3,19.45,20.53,-3.15,25.61,127.99,997262.57,7713.73125,469.426667,7091.816875,368.445208
2018-07-24 04-AM,BTCUSD,7754.14,7860.0,7752.23,7849.99,1088.95,8518787.64,1532404800000000000,107.77,95.85,20.53,80.0,18.63,95.85,61.37,75.32,601.24,4735798.63,7721.43875,487.935833,7098.608542,372.680333
2018-07-24 05-AM,BTCUSD,7849.99,8030.0,7849.99,7977.54,2083.56,16571848.03,1532408400000000000,180.01,127.55,95.85,170.0,97.76,127.55,72.24,31.7,994.61,8053060.39,7735.257083,564.747083,7105.91075,381.063917
2018-07-24 06-AM,BTCUSD,7977.54,8003.1,7942.0,7980.0,524.97,4184985.13,1532412000000000000,61.1,2.46,127.55,-26.9,92.01,2.46,-118.91,-125.09,-1558.59,-12386862.9,7748.1,561.334583,7113.306542,383.025583
2018-07-24 07-AM,BTCUSD,7980.0,8020.0,7979.99,8007.0,342.61,2742199.48,1532415600000000000,40.01,27.0,2.46,16.9,37.99,27.0,-21.09,24.54,-182.36,-1442785.65,7759.122083,535.121667,7120.752292,384.118792
2018-07-24 08-AM,BTCUSD,8007.0,8020.0,7969.91,7988.01,254.29,2031627.67,1532419200000000000,50.09,-18.99,27.0,0.0,-10.08,-18.99,10.08,-45.99,-88.32,-710571.81,7770.705833,532.18,7128.136167,385.022167
2018-07-24 09-AM,BTCUSD,7988.01,8024.99,7986.14,8013.01,197.65,1581613.84,1532422800000000000,38.85,25.0,-18.99,4.99,16.23,25.0,-11.24,43.99,-56.64,-450013.83,7783.39375,534.594167,7135.689708,385.364083
2018-07-24 10-AM,BTCUSD,8013.01,8134.56,8007.0,8134.39,944.23,7624734.13,1532426400000000000,127.56,121.38,25.0,109.57,20.86,121.38,88.71,96.38,746.58,6043120.29,7801.951667,568.11375,7143.673125,389.096167
2018-07-24 11-AM,BTCUSD,8134.39,8265.99,8094.98,8249.99,1210.25,9891747.6,1532430000000000000,171.01,115.6,121.38,131.43,87.98,115.6,43.45,-5.78,266.02,2267013.47,7825.424583,607.10375,7152.077625,393.664917
2018-07-24 12-PM,BTCUSD,8249.99,8360.0,8140.28,8210.0,1514.91,12504473.36,1532433600000000000,219.72,-39.99,115.6,94.01,45.3,-39.99,48.71,-155.59,304.66,2612725.76,7846.674583,659.873333,7160.307875,399.676792
2018-07-24 01-PM,BTCUSD,8210.0,8255.0,8126.46,8235.0,878.08,7203433.62,1532437200000000000,128.54,25.0,-39.99,-105.0,-13.82,25.0,-91.18,64.99,-636.83,-5301039.74,7868.429583,681.875,7168.615583,402.95175
2018-07-24 02-PM,BTCUSD,8235.0,8250.0,8118.0,8164.87,1056.95,8660323.14,1532440800000000000,132.0,-70.13,25.0,-5.0,-8.46,-70.13,3.46,-95.13,178.87,1456889.52,7887.975,708.585833,7176.622875,406.9715
2018-07-24 03-PM,BTCUSD,8164.87,8212.33,8155.9,8181.7,769.8,6295892.09,1532444400000000000,56.43,16.83,-70.13,-37.67,37.9,16.83,-75.57,86.96,-287.15,-2364431.05,7906.9825,723.004583,7184.707875,409.759542
2018-07-24 04-PM,BTCUSD,8181.7,8193.53,8156.01,8176.94,697.17,5700928.42,1532448000000000000,37.52,-4.76,16.83,-18.8,0.11,-4.76,-18.91,-21.59,-72.63,-594963.67,7925.605417,730.320417,7192.6625,411.888417
2018-07-24 05-PM,BTCUSD,8176.94,8269.79,8176.37,8228.4,1268.13,10425615.27,1532451600000000000,93.42,51.46,-4.76,76.26,20.36,51.46,55.9,56.22,570.96,4724686.85,7946.600833,760.737083,7200.830833,416.65775
2018-07-24 06-PM,BTCUSD,8228.4,8267.0,8208.47,8246.0,566.75,4669257.76,1532455200000000000,58.53,17.6,51.46,-2.79,32.1,17.6,-34.89,-33.86,-701.38,-5756357.51,7967.58,710.62875,7209.184958,418.40525
2018-07-24 07-PM,BTCUSD,8246.0,8310.38,8239.98,8254.54,629.03,5201371.45,1532458800000000000,70.4,8.54,17.6,43.38,31.51,8.54,11.87,-9.06,62.28,532113.69,7988.742917,706.526667,7217.474708,420.019542
2018-07-24 08-PM,BTCUSD,8254.54,8259.25,8189.99,8228.99,656.24,5391189.57,1532462400000000000,69.26,-25.55,8.54,-51.13,-49.99,-25.55,-1.14,-34.09,27.21,189818.12,8010.537083,713.302917,7225.628667,421.376875
2018-07-24 09-PM,BTCUSD,8228.99,8272.0,8210.0,8255.87,624.08,5145205.43,1532466000000000000,62.0,26.88,-25.55,12.75,20.01,26.88,-7.26,52.43,-32.16,-245984.14,8031.656667,726.37375,7233.897542,423.605875
2018-07-24 10-PM,BTCUSD,8255.87,8333.2,8255.86,8315.0,728.27,6045605.46,1532469600000000000,77.34,59.13,26.88,61.2,45.86,59.13,15.34,32.25,104.19,900400.03,8056.407083,744.688333,7242.497167,426.156583
2018-07-24 11-PM,BTCUSD,8315.0,8488.0,8314.99,8401.01,1432.87,12024629.41,1532473200000000000,173.01,86.01,59.13,154.8,59.13,86.01,95.67,26.88,704.6,5979023.95,8084.77875,788.494167,7251.465333,431.71325
2018-07-25 12-AM,BTCUSD,8401.01,8482.84,8384.5,8415.52,817.85,6901864.91,1532476800000000000,98.34,14.51,86.01,-5.16,69.51,14.51,-74.67,-71.5,-615.02,-5122764.5,8114.175417,810.134167,7260.488,434.503583
2018-07-25 01-AM,BTCUSD,8415.52,8447.2,8392.0,8412.08,443.74,3736856.43,1532480400000000000,55.2,-3.44,14.51,-35.64,7.5,-3.44,-43.14,-17.95,-374.11,-3165008.48,8142.233333,815.742083,7269.529292,436.004458
2018-07-25 02-AM,BTCUSD,8412.08,8412.09,8318.37,8338.01,950.15,7940424.24,1532484000000000000,93.72,-74.07,-3.44,-35.11,-73.63,-74.07,38.52,-70.63,506.41,4203567.81,8167.416667,840.343333,7278.249792,439.326458
2018-07-25 03-AM,BTCUSD,8338.01,8375.0,8286.0,8361.99,416.12,3464335.42,1532487600000000000,89.0,23.98,-74.07,-37.09,-32.37,23.98,-4.72,98.05,-534.03,-4476088.82,8192.74375,837.360417,7287.037542,440.761417
2018-07-25 04-AM,BTCUSD,8361.99,8420.0,8333.09,8416.19,407.59,3410745.05,1532491200000000000,86.91,54.2,23.98,45.0,47.09,54.2,-2.09,30.22,-8.53,-53590.37,8216.335417,808.970417,7295.997125,442.090792
2018-07-25 05-AM,BTCUSD,8416.19,8435.0,8396.39,8435.0,315.23,2653871.99,1532494800000000000,38.61,18.81,54.2,15.0,63.3,18.81,-48.3,-35.39,-92.36,-756873.06,8235.39625,735.29,7304.976583,443.012667
2018-07-25 06-AM,BTCUSD,8435.0,8435.0,8286.9,8336.9,416.31,3473087.11,1532498400000000000,148.1,-98.1,18.81,0.0,-109.49,-98.1,109.49,-116.91,101.08,819215.12,8250.267083,730.7625,7313.555,444.427583
2018-07-25 07-AM,BTCUSD,8336.9,8360.0,8322.99,8334.57,268.02,2235915.66,1532502000000000000,37.01,-2.33,-98.1,-75.0,36.09,-2.33,-111.09,95.77,-148.29,-1237171.45,8263.915833,727.654583,7322.133375,445.39775
2018-07-25 08-AM,BTCUSD,8334.57,8334.57,8262.5,8290.0,394.89,3275981.38,1532505600000000000,72.07,-44.57,-2.33,-25.43,-60.49,-44.57,35.06,-42.24,126.87,1040065.72,8276.49875,733.512917,7330.366875,445.2495
2018-07-25 09-AM,BTCUSD,8290.0,8290.0,8225.51,8238.88,372.95,3077071.85,1532509200000000000,64.49,-51.12,-44.57,-44.57,-36.99,-51.12,-7.58,-6.55,-21.94,-198909.53,8285.91,740.817083,7338.431583,446.617375
2018-07-25 10-AM,BTCUSD,8238.88,8238.88,8156.22,8220.01,652.76,5341800.66,1532512800000000000,82.66,-18.87,-51.12,-51.12,-69.29,-18.87,18.17,32.25,279.81,2264728.81,8289.4775,728.6725,7346.28575,447.884375
2018-07-25 11-AM,BTCUSD,8220.01,8233.78,8168.68,8182.5,363.67,2982689.93,1532516400000000000,65.1,-37.51,-18.87,-5.1,12.46,-37.51,-17.56,-18.64,-289.09,-2359110.73,8286.665417,693.398333,7353.898708,448.879542
2018-07-25 12-PM,BTCUSD,8182.5,8228.77,8182.49,8204.0,287.19,2354825.55,1532520000000000000,46.28,21.5,-37.51,-5.01,13.81,21.5,-18.82,59.01,-76.48,-627864.38,8286.415417,642.243333,7361.691,449.563875
2018-07-25 01-PM,BTCUSD,8204.0,8218.0,8154.72,8199.99,497.91,4078859.6,1532523600000000000,63.28,-4.01,21.5,-10.77,-27.77,-4.01,17.0,-25.51,210.72,1724034.05,8284.956667,626.402917,7369.405125,451.1905
2018-07-25 02-PM,BTCUSD,8199.99,8206.54,8164.76,8181.97,749.81,6138637.05,1532527200000000000,41.78,-18.02,-4.01,-11.46,10.04,-18.02,-21.5,-14.01,251.9,2059777.45,8285.669167,613.605417,7377.059958,453.756708
2018-07-25 03-PM,BTCUSD,8181.97,8189.65,8042.0,8094.99,1473.8,11932857.64,1532530800000000000,147.65,-86.98,-18.02,-16.89,-122.76,-86.98,105.87,-68.96,723.99,5794220.59,8282.05625,642.93875,7384.226875,458.911167
2018-07-25 04-PM,BTCUSD,8094.99,8168.27,8069.18,8157.99,924.17,7504277.71,1532534400000000000,99.09,63.0,-86.98,-21.38,27.18,63.0,-48.56,149.98,-549.63,-4428579.93,8281.266667,652.397083,7391.629833,462.0695
2018-07-25 05-PM,BTCUSD,8157.99,8158.0,8081.57,8100.0,665.88,5406001.43,1532538000000000000,76.43,-57.99,63.0,-10.27,12.39,-57.99,-22.66,-120.99,-258.29,-2098276.28,8275.916667,627.303333,7398.803333,464.003167
2018-07-25 06-PM,BTCUSD,8100.0,8120.0,8066.88,8066.88,628.44,5089296.16,1532541600000000000,53.12,-33.12,-57.99,-38.0,-14.69,-33.12,-23.31,24.87,-37.44,-316705.27,8268.453333,629.87375,7405.947125,466.054333
2018-07-25 07-PM,BTCUSD,8066.88,8160.0,8066.88,8160.0,386.0,3132853.59,1532545200000000000,93.12,93.12,-33.12,40.0,0.0,93.12,40.0,126.24,-242.44,-1956442.57,8264.514167,619.7475,7413.428542,467.116167
2018-07-25 08-PM,BTCUSD,8160.0,8184.12,8125.79,8173.01,340.9,2776018.14,1532548800000000000,58.33,13.01,93.12,24.12,58.91,13.01,-34.79,-80.11,-45.1,-356835.45,8262.181667,606.608333,7420.92025,468.143833
2018-07-25 09-PM,BTCUSD,8173.01,8325.32,8169.71,8286.0,1055.34,8711238.92,1532552400000000000,155.61,112.99,13.01,141.2,43.92,112.99,97.28,99.98,714.44,5935220.78,8263.437083,624.5775,7428.871458,471.538292
2018-07-25 10-PM,BTCUSD,8286.0,8310.0,8250.0,8252.11,546.39,4520131.68,1532556000000000000,60.0,-33.89,112.99,-15.32,80.29,-33.89,-95.61,-146.88,-508.95,-4191107.24,8260.816667,616.999167,7436.735708,473.033042
2018-07-25 11-PM,BTCUSD,8252.11,8273.28,8157.11,8157.15,487.99,4006401.91,1532559600000000000,116.17,-94.96,-33.89,-36.72,-92.89,-94.96,56.17,-61.07,-58.4,-513729.77,8250.655833,577.629167,7444.270792,474.188583
2018-07-26 12-AM,BTCUSD,8157.15,8240.98,8157.15,8225.02,494.02,4048871.85,1532563200000000000,83.83,67.87,-94.96,-32.3,0.04,67.87,-32.34,162.83,6.03,42469.94,8242.718333,564.13625,7452.067625,475.561375
2018-07-26 01-AM,BTCUSD,8225.02,8238.02,8200.68,8217.66,187.98,1545163.82,1532566800000000000,37.34,-7.36,67.87,-2.96,43.53,-7.36,-46.49,-75.23,-306.04,-2503708.03,8234.6175,553.479583,7459.885583,475.941417
2018-07-26 02-AM,BTCUSD,8217.66,8217.66,8170.0,8180.49,214.53,1756766.13,1532570400000000000,47.66,-37.17,-7.36,-20.36,-30.68,-37.17,10.32,-29.81,26.55,211602.31,8228.054167,522.82875,7467.50925,476.109833
2018-07-26 03-AM,BTCUSD,8180.49,8219.99,8175.1,8219.99,327.21,2681134.03,1532574000000000000,44.89,39.5,-37.17,2.33,5.1,39.5,-2.77,76.67,112.68,924367.9,8222.1375,519.124167,7475.266792,476.769792
2018-07-26 04-AM,BTCUSD,8219.99,8220.0,8197.0,8219.99,163.56,1342871.74,1532577600000000000,23.0,0.0,39.5,0.01,21.9,0.0,-21.89,-39.5,-163.65,-1338262.29,8213.9625,508.95625,7483.058417,477.129417
2018-07-26 05-AM,BTCUSD,8219.99,8220.0,8189.72,8194.25,112.4,922052.4,1532581200000000000,30.28,-25.74,0.0,0.0,-7.28,-25.74,7.28,-25.74,-51.16,-420819.34,8203.93125,500.505,7490.698917,477.247917
2018-07-26 06-AM,BTCUSD,8194.25,8257.5,8194.25,8257.49,241.06,1984040.16,1532584800000000000,63.25,63.24,-25.74,37.5,4.53,63.24,32.97,88.98,128.66,1061987.76,8200.6225,493.202917,7498.602958,478.013792
2018-07-26 07-AM,BTCUSD,8257.49,8286.0,8225.0,8230.56,311.74,2576339.46,1532588400000000000,61.0,-26.93,63.24,28.5,30.75,-26.93,-2.25,-90.17,70.68,592299.3,8196.28875,495.024583,7506.407375,479.148
2018-07-26 08-AM,BTCUSD,8230.56,8260.0,8230.55,8240.0,168.19,1387271.4,1532592000000000000,29.45,9.44,-26.93,-26.0,5.55,9.44,-31.55,36.37,-143.55,-1189068.06,8194.205417,485.57875,7514.215667,479.248667
2018-07-26 09-AM,BTCUSD,8240.0,8275.32,8239.99,8265.0,78.89,651619.57,1532595600000000000,35.33,25.0,9.44,15.32,9.44,25.0,5.88,15.56,-89.3,-735651.83,8195.29375,473.32625,7521.496042,476.185417
2018-07-26 10-AM,BTCUSD,8265.0,8290.0,8263.48,8281.19,166.83,1381033.04,1532599200000000000,26.52,16.19,25.0,14.68,23.49,16.19,-8.81,-8.81,87.94,729413.47,8197.842917,453.079167,7528.748542,475.530167
2018-07-26 11-AM,BTCUSD,8281.19,8285.0,8229.67,8247.39,159.73,1318255.8,1532602800000000000,55.33,-33.8,16.19,-5.0,-33.81,-33.8,28.81,-49.99,-7.1,-62777.24,8200.546667,444.581667,7535.496167,472.487
2018-07-26 12-PM,BTCUSD,8247.39,8247.39,8185.0,8227.0,385.37,3165875.26,1532606400000000000,62.39,-20.39,-33.8,-37.61,-44.67,-20.39,7.06,13.41,225.64,1847619.46,8201.505,448.6725,7542.262208,472.733333
2018-07-26 01-PM,BTCUSD,8227.0,8230.0,8185.51,8200.07,383.5,3146154.3,1532610000000000000,44.49,-26.93,-20.39,-17.39,0.51,-26.93,-17.9,-6.54,-1.87,-19720.96,8201.508333,443.905417,7548.991625,472.012292
2018-07-26 02-PM,BTCUSD,8200.07,8210.0,8178.0,8210.0,311.73,2554147.07,1532613600000000000,32.0,9.93,-26.93,-20.0,-7.51,9.93,-12.49,36.86,-71.77,-592007.23,8202.67625,425.652083,7555.60575,471.366917
2018-07-26 03-PM,BTCUSD,8210.0,8213.22,8193.06,8201.67,265.0,2174516.25,1532617200000000000,20.16,-8.33,9.93,3.22,15.06,-8.33,-11.84,-18.26,-46.73,-379630.82,8207.12125,375.285417,7562.162708,470.558583
2018-07-26 04-PM,BTCUSD,8201.67,8205.0,8185.0,8205.0,263.37,2158486.3,1532620800000000000,20.0,3.33,-8.33,-8.22,-8.06,3.33,-0.16,11.66,-1.63,-16029.95,8209.08,347.752083,7568.785667,469.909667
2018-07-26 05-PM,BTCUSD,8205.0,8237.55,8204.0,8207.95,492.52,4046931.21,1532624400000000000,33.55,2.95,3.33,32.55,19.0,2.95,13.55,-0.38,229.15,1888444.91,8213.577917,340.52875,7575.215958,468.357875
2018-07-26 06-PM,BTCUSD,8207.95,8222.75,8199.99,8222.75,257.48,2113040.63,1532628000000000000,22.76,14.8,2.95,-14.8,-4.01,14.8,-10.79,11.85,-235.04,-1933890.58,8220.0725,325.072083,7581.707917,467.408042
2018-07-26 07-PM,BTCUSD,8222.75,8264.0,8222.74,8262.99,311.44,2565556.77,1532631600000000000,41.26,40.24,14.8,41.25,22.75,40.24,18.5,25.44,53.96,452516.14,8224.36375,321.965417,7588.326917,466.968042
2018-07-26 08-PM,BTCUSD,8262.99,8287.0,8100.0,8140.49,988.76,8108825.22,1532635200000000000,187.0,-122.5,40.24,23.0,-122.74,-122.5,145.74,-162.74,677.32,5543268.45,8223.00875,348.959583,7594.481417,470.028083
2018-07-26 09-PM,BTCUSD,8140.49,8141.06,7869.0,7949.99,2386.58,19118836.11,1532638800000000000,272.06,-190.5,-122.5,-145.94,-231.0,-190.5,85.06,-68.0,1397.82,11010010.89,8209.008333,404.427917,7599.856458,479.063875
2018-07-26 10-PM,BTCUSD,7949.99,8043.52,7905.0,7922.6,1306.68,10426475.0,1532642400000000000,138.52,-27.39,-190.5,-97.54,36.0,-27.39,-133.54,163.11,-1079.9,-8692361.11,8195.27875,436.106667,7605.082875,483.042208
2018-07-26 11-PM,BTCUSD,7922.6,7940.0,7840.0,7931.99,1223.51,9644270.92,1532646000000000000,100.0,9.39,-27.39,-103.52,-65.0,9.39,-38.52,36.78,-83.17,-782204.08,8185.897083,466.753333,7610.096125,484.080208
2018-07-27 12-AM,BTCUSD,7931.99,7932.0,7883.18,7892.68,458.94,3627478.3,1532649600000000000,48.82,-39.31,9.39,-8.0,43.18,-39.31,-51.18,-48.7,-764.57,-6016792.62,8172.049583,465.291667,7614.912292,483.946292
2018-07-27 01-AM,BTCUSD,7892.68,7916.0,7852.1,7890.0,398.62,3144777.32,1532653200000000000,63.9,-2.68,-39.31,-16.0,-31.08,-2.68,15.08,36.63,-60.32,-482700.98,8158.397083,474.068333,7619.791417,484.250208
2018-07-27 02-AM,BTCUSD,7890.0,7906.0,7860.0,7863.9,366.93,2895918.08,1532656800000000000,46.0,-26.1,-2.68,-10.0,7.9,-26.1,-17.9,-23.42,-31.69,-248859.24,8145.205833,480.418333,7624.516042,484.81725
2018-07-27 03-AM,BTCUSD,7863.9,7895.88,7860.0,7878.78,283.18,2232359.83,1532660400000000000,35.88,14.88,-26.1,-10.12,0.0,14.88,-10.12,40.98,-83.75,-663558.25,8130.98875,478.58375,7629.252625,485.046792
2018-07-27 04-AM,BTCUSD,7878.78,7939.8,7878.78,7930.01,193.08,1529155.15,1532664000000000000,61.02,51.23,14.88,43.92,18.78,51.23,25.14,36.35,-90.1,-703204.68,8118.90625,479.81375,7634.3295,484.215792
2018-07-27 05-AM,BTCUSD,7930.01,7930.01,7902.8,7919.54,126.72,1003566.09,1532667600000000000,27.21,-10.47,51.23,-9.79,24.02,-10.47,-33.81,-61.7,-66.36,-525589.06,8107.46,480.410417,7639.448375,483.675083
2018-07-27 06-AM,BTCUSD,7919.54,7922.17,7883.0,7907.35,167.21,1321268.96,1532671200000000000,39.17,-12.19,-10.47,-7.84,-19.8,-12.19,11.96,-1.72,40.49,317702.87,8092.870833,477.333333,7644.586792,483.6405
2018-07-27 07-AM,BTCUSD,7907.35,7910.0,7888.6,7910.0,97.2,767693.46,1532674800000000000,21.4,2.65,-12.19,-12.17,5.6,2.65,-17.77,14.84,-70.01,-553575.5,8079.514167,468.394167,7649.653917,483.773917
2018-07-27 08-AM,BTCUSD,7910.0,7977.68,7909.99,7962.88,112.28,892063.01,1532678400000000000,67.69,52.88,2.65,67.68,21.39,52.88,46.29,50.23,15.08,124369.55,8067.9675,466.064583,7654.832583,483.800667
2018-07-27 09-AM,BTCUSD,7962.88,7984.0,7952.9,7952.9,83.05,661872.75,1532682000000000000,31.1,-9.98,52.88,6.32,42.91,-9.98,-36.59,-62.86,-29.23,-230190.26,8054.963333,466.237917,7660.062833,483.758083
2018-07-27 10-AM,BTCUSD,7952.9,7955.48,7920.0,7955.45,119.81,951374.87,1532685600000000000,35.48,2.55,-9.98,-28.52,-32.9,2.55,4.38,12.53,36.76,289502.12,8041.390833,464.27875,7665.215083,483.90325
2018-07-27 11-AM,BTCUSD,7955.45,7955.46,7899.48,7914.0,231.0,1828744.96,1532689200000000000,55.98,-41.45,2.55,-0.02,-20.52,-41.45,20.5,-44.0,111.19,877370.09,8027.499583,467.248333,7670.343292,484.413458
2018-07-27 12-PM,BTCUSD,7914.0,7923.54,7810.0,7827.0,670.96,5274718.22,1532692800000000000,113.54,-87.0,-41.45,-31.92,-89.48,-87.0,57.56,-45.55,439.96,3445973.26,8010.832917,479.147917,7675.032458,486.079083
2018-07-27 01-PM,BTCUSD,7827.0,7880.48,7787.29,7865.1,738.62,5795933.86,1532696400000000000,93.19,38.1,-87.0,-43.06,-22.71,38.1,-20.35,125.1,67.66,521215.64,7996.875833,493.944583,7679.914,487.951333
2018-07-27 02-PM,BTCUSD,7865.1,7870.0,7811.44,7820.79,613.41,4810585.96,1532700000000000000,58.56,-44.31,38.1,-10.48,24.15,-44.31,-34.63,-82.41,-125.21,-985347.9,7980.65875,506.514583,7684.504792,488.947292
2018-07-27 03-PM,BTCUSD,7820.79,8178.51,7820.78,8144.51,2297.99,18544012.2,1532703600000000000,357.73,323.72,-44.31,308.51,9.34,323.72,299.17,368.03,1684.58,13733426.24,7978.277083,591.2225,7690.18375,495.813042
2018-07-27 04-PM,BTCUSD,8144.51,8229.0,8144.5,8185.0,1361.27,11142685.13,1532707200000000000,84.5,40.49,323.72,50.49,323.72,40.49,-273.23,-283.23,-936.72,-7401327.07,7977.44375,636.968333,7696.125375,499.395542
2018-07-27 05-PM,BTCUSD,8185.0,8185.0,8154.05,8175.99,338.75,2768825.92,1532710800000000000,30.95,-9.01,40.49,-44.0,9.55,-9.01,-53.55,-49.5,-1022.52,-8373859.21,7976.112083,630.56125,7700.244583,484.721875
2018-07-27 06-PM,BTCUSD,8175.99,8276.55,8175.99,8272.38,728.15,5998239.81,1532714400000000000,100.56,96.39,-9.01,91.55,21.94,96.39,69.61,105.4,389.4,3229413.89,7978.18,650.1725,7704.108708,472.895833
2018-07-27 07-PM,BTCUSD,8272.38,8272.38,8200.0,8204.68,618.99,5094510.61,1532718000000000000,72.38,-67.7,96.39,-4.17,24.01,-67.7,-28.18,-164.09,-109.16,-903729.2,7975.750417,662.987083,7707.844458,471.7265
2018-07-27 08-PM,BTCUSD,8204.68,8229.99,8204.67,8223.67,304.37,2502171.77,1532721600000000000,25.32,18.99,-67.7,-42.39,4.67,18.99,-47.06,86.69,-314.62,-2592338.84,7979.21625,634.470833,7711.6325,470.809542
2018-07-27 09-PM,BTCUSD,8223.67,8260.0,8220.73,8245.71,287.9,2372539.35,1532725200000000000,39.27,22.04,18.99,30.01,16.06,22.04,13.95,3.05,-16.47,-129632.42,7991.537917,547.025833,7715.332792,469.897792
2018-07-27 10-PM,BTCUSD,8245.71,8250.0,8229.98,8250.0,203.15,1674250.1,1532728800000000000,20.02,4.29,22.04,-10.0,9.25,4.29,-19.25,-17.75,-84.75,-698289.25,8005.179583,501.045417,7719.207042,467.950667
