Date,High,Low,Open,Close,Volume,Adj Close
2016-03-01,100.7699966430664,97.41999816894531,97.6500015258789,100.52999877929688,50407100,96.54334259033203
2016-03-02,100.88999938964844,99.63999938964844,100.51000213623047,100.75,33169600,96.75462341308594
2016-03-03,101.70999908447266,100.44999694824219,100.58000183105469,101.5,36955700,97.4748764038086
2016-03-04,103.75,101.37000274658203,102.37000274658203,103.01000213623047,46055100,98.92498779296875
2016-03-07,102.83000183105469,100.95999908447266,102.38999938964844,101.87000274658203,35828900,97.8302001953125
2016-03-08,101.76000213623047,100.4000015258789,100.77999877929688,101.02999877929688,31561900,97.02350616455078
2016-03-09,101.58000183105469,100.2699966430664,101.30999755859375,101.12000274658203,27201700,97.10994720458984
2016-03-10,102.23999786376953,100.1500015258789,101.41000366210938,101.16999816894531,33513600,97.15794372558594
